BATCH_START_INDEX,BATCH_INDICES,FAILED,RAW_OUTPUT
2528,[2528],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""indihano"",
      ""AFFIX"": ""-rihano"",
      ""NOUN_CLASS"": null,
      ""DESCRIPTION"": ""-rihano"",
      ""POS"": null
    }
  ]
}
```"
2529,[2529],1,"```json
[
  {""text"": ""Yāamub"", ""start"": 0, ""end"": 4},
  {""text"": ""Yāamub"", ""start"": 4, ""end"": 8},
  {""text"": ""Yāamub"", ""start"": 8, ""end"": 12},
  {""text"": ""Yāamub"", ""start"": 12, ""end"": 16},
  {""text"": ""Yāamub"", ""start"": 16, ""end"": 20}
]
```"
2530,[2530],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""kudôbōra"",
      ""AFFIX"": ""-ye"",
      ""NOUN_CLASS"": null,
      ""DESCRIPTION"": ""prendre des lun après lautre en laissant à chaque fois un intervalle de temps."",
      ""POS"": null
    }
  ]
}
```"
2531,[2531],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""kudóboza"",
      ""AFFIX"": ""-je"",
      ""NOUN_CLASS"": null,
      ""DESCRIPTION"": null,
      ""POS"": null
    }
  ]
}
```"
2546,[2546],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""kudógeza"",
      ""AFFIX"": ""-je"",
      ""NOUN_CLASS"": null,
      ""DESCRIPTION"": ""éteindre complètement. Syn. kuzíimya. || Se pavaner, parader."",
      ""POS"": null
    }
  ]
}
```"
2547,[2547],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""umudógi"",
      ""AFFIX"": ""imi-"",
      ""NOUN_CLASS"": ""34"",
      ""DESCRIPTION"": ""bracelet d'écorces de bananier tressées; parure des petits enfants."",
      ""POS"": null
    }
  ]
}
```"
2612,[2612],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""indudubizi"",
      ""AFFIX"": null,
      ""NOUN_CLASS"": ""9|10"",
      ""DESCRIPTION"": ""jaillissement d'eau (souterraine). Syn. imbizi."",
      ""POS"": null
    }
  ]
}
```"
2613,[2613],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""kudūdura"",
      ""AFFIX"": ""-ye"",
      ""NOUN_CLASS"": null,
      ""DESCRIPTION"": ""piler du manioc, du matis, concasser dans légrugeoir, Var. kudúdura."",
      ""POS"": null
    }
  ]
}
```"
2614,[2614],1,
2615,[2615],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""umudúgararo"",
      ""AFFIX"": ""imi-"",
      ""NOUN_CLASS"": ""344"",
      ""DESCRIPTION"": ""révolie, terreur."",
      ""POS"": ""n""
    }
  ]
}
```"
2728,[2728],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""iyebezo"",
      ""AFFIX"": null,
      ""NOUN_CLASS"": ""9|10"",
      ""DESCRIPTION"": ""emplacement réservé à la danse."",
      ""POS"": null
    }
  ]
}
```"
2729,[2729],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""iryêbo"",
      ""AFFIX"": ""am-"",
      ""NOUN_CLASS"": ""S56"",
      ""DESCRIPTION"": ""espèce de sorgho. Syn. amasâka."",
      ""POS"": null
    }
  ]
}
```"
2730,[2730],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""akêbo"",
      ""AFFIX"": null,
      ""NOUN_CLASS"": ""12|i3"",
      ""DESCRIPTION"": ""vannerie dans laquelle on dépose la pâte dont chacun prélève au cours du repas, des boulettes, des bouchées."",
      ""POS"": ""n""
    }
  ]
}
```"
2731,[2731],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""mukwegakêbo"",
      ""AFFIX"": ""-kweg-, -êbo"",
      ""NOUN_CLASS"": ""12"",
      ""DESCRIPTION"": ""vannerie où lon sert"",
      ""POS"": ""Ta""
    }
  ]
}
```"
2800,[2800],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""kwehbuūra"",
      ""AFFIX"": ""-ye"",
      ""NOUN_CLASS"": null,
      ""DESCRIPTION"": ""torcher, essuyer éponger, enlever leau sur une surface."",
      ""POS"": null
    }
  ]
}
```"
2801,[2801],1,"```json
{
  ""entries"": [
    {
      ""WORD"": ""éjo"",
      ""AFFIX"": null,
      ""NOUN_CLASS"": null,
      ""DESCRIPTION"":"
2802,[2802],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""ejóbûndi"",
      ""AFFIX"": null,
      ""NOUN_CLASS"": null,
      ""DESCRIPTION"": ""avant-hier ou aprèsdemain (selon le contexte). Syn. hírya y'cějo. Dernièrement, lautre jour."",
      ""POS"": ""inv.""
    }
  ]
}
```"
2803,[2803],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""eka"",
      ""AFFIX"": null,
      ""NOUN_CLASS"": null,
      ""DESCRIPTION"": ""non, pas du tout, nullement."",
      ""POS"": null
    }
  ]
}
```"
2836,[2836],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""iyenda"",
      ""AFFIX"": ""-end-"",
      ""NOUN_CLASS"": ""5"",
      ""DESCRIPTION"": ""action de prendre"",
      ""POS"": ""verb""
    }
  ]
}
```"
2837,[2837],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""ubwenda"",
      ""AFFIX"": ""-nd-"",
      ""NOUN_CLASS"": ""14"",
      ""DESCRIPTION"": ""instrument du devin, verge magique destinée à la rhabdomancie."",
      ""POS"": null
    }
  ]
}
```"
2838,[2838],1,
2839,[2839],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""umwênda"",
      ""AFFIX"": ""imy-"",
      ""NOUN_CLASS"": ""344"",
      ""DESCRIPTION"": ""dette"",
      ""POS"": ""n""
    }
  ]
}
```"
2856,[2856],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""nyené-, běne-"",
      ""AFFIX"": null,
      ""NOUN_CLASS"": null,
      ""DESCRIPTION"": ""forme proclitique exprimant une appartenance totale : celui qui a, le propriétaire de, le maître de."",
      ""POS"": ""forme""
    }
  ]
}
```"
2857,[2857],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""mwěnè-, bëne-"",
      ""AFFIX"": null,
      ""NOUN_CLASS"": null,
      ""DESCRIPTION"": ""fils de, descendant de"",
      ""POS"": ""noun""
    }
  ]
}
```"
2858,[2858],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""mwëne-, bëne-"",
      ""AFFIX"": null,
      ""NOUN_CLASS"": null,
      ""DESCRIPTION"": ""suivi de démonstratif de type 1 ou 2, exprime lidée: de même sorte, de même espèce, de ce genre."",
      ""POS"": ""mwëne-, bëne-""
    }
  ]
}
```"
2859,[2859],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""běnecînkwé"",
      ""AFFIX"": null,
      ""NOUN_CLASS"": ""2"",
      ""DESCRIPTION"": ""frères"",
      ""POS"": null
    }
  ]
}
```"
2928,[2928],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""-eranda"",
      ""AFFIX"": ""semi-adjectif"",
      ""NOUN_CLASS"": null,
      ""DESCRIPTION"": ""saini, sacré."",
      ""POS"": ""adjective""
    }
  ]
}
```"
3040,[3040],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""gufáshanya"",
      ""AFFIX"": ""-nije"",
      ""NOUN_CLASS"": null,
      ""DESCRIPTION"": ""s'entraider"",
      ""POS"": null
    }
  ]
}
```"
3041,[3041],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""ubufáshanyi"",
      ""AFFIX"": null,
      ""NOUN_CLASS"": ""14"",
      ""DESCRIPTION"": ""entraide au travail."",
      ""POS"": ""n""
    },
    {
      ""WORD"": ""imfáshanyo"",
      ""AFFIX"": null,
      ""NOUN_CLASS"": ""9|10"",
      ""DESCRIPTION"": ""entraide; cotisation, quote-part, Syn. intêrērano."",
      ""POS"": ""n""
    },
    {
      ""WORD"": ""Lmfáshanyo"",
      ""AFFIX"": null,
      ""NOUN_CLASS"": null,
      ""DESCRIPTION"": ""le coup de main des pauvres."",
      ""POS"": ""n""
    }
  ]
}
```"
3042,[3042],1,
3043,[3043],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""kwîfata"",
      ""AFFIX"": ""-she"",
      ""NOUN_CLASS"": null,
      ""DESCRIPTION"": ""se tenir, se comporter, se conduire, avoir tel maintien"",
      ""POS"": ""verb""
    }
  ]
}
```"
3356,[3356],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""ga"",
      ""AFFIX"": null,
      ""NOUN_CLASS"": null,
      ""DESCRIPTION"": null,
      ""POS"": ""interjection exclamative ou interrogative à sens vocatif""
    }
  ]
}
```"
3357,[3357],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""amaga"",
      ""AFFIX"": null,
      ""NOUN_CLASS"": ""6"",
      ""DESCRIPTION"": ""lasse qui s'amasse sur les talons."",
      ""POS"": ""n""
    }
  ]
}
```"
3358,[3358],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""umùga"",
      ""AFFIX"": null,
      ""NOUN_CLASS"": null,
      ""DESCRIPTION"": ""imi, mangouste: Myonax sanEUMMEUS Proteus."",
      ""POS"": null
    }
  ]
}
```"
3359,[3359],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""kugaba"",
      ""AFFIX"": ""-vye"",
      ""NOUN_CLASS"": null,
      ""DESCRIPTION"": ""commander."",
      ""POS"": ""Posséder""
    }
  ]
}
```"
3384,[3384],1,
3385,[3385],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""kugabïsha"",
      ""AFFIX"": ""-shije"",
      ""NOUN_CLASS"": null,
      ""DESCRIPTION"": ""mettre en garde"",
      ""POS"": ""prévenir""
    }
  ]
}
```"
3386,[3386],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""kugâbītanya"",
      ""AFFIX"": ""-nije"",
      ""NOUN_CLASS"": null,
      ""DESCRIPTION"": ""se rebeller, s'insurger"",
      ""POS"": ""n.m.""
    }
  ]
}
```"
3387,[3387],1,"| Term | Definition/Context |
| :--- | :--- |
| umugabo | (The entry provides a detailed definition and context, describing a concept related to a man or a husband, and lists related terms/references.) |"
3508,[3508],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""ingambīri"",
      ""AFFIX"": null,
      ""NOUN_CLASS"": ""919"",
      ""DESCRIPTION"": ""ténacité"",
      ""POS"": null
    }
  ]
}
```"
3509,[3509],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""urugambīriro"",
      ""AFFIX"": null,
      ""NOUN_CLASS"": ""11"",
      ""DESCRIPTION"": ""objet quon ne veut pas céder, auquel on est attaché."",
      ""POS"": null
    }
  ]
}
```"
3510,[3510],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""kugambiriza"",
      ""AFFIX"": ""-je"",
      ""NOUN_CLASS"": null,
      ""DESCRIPTION"": ""exciter l'envie, la jalousie."",
      ""POS"": null
    }
  ]
}
```"
3511,[3511],1,
3628,[3628],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""kuganūtsa"",
      ""AFFIX"": ""-kije"",
      ""NOUN_CLASS"": null,
      ""DESCRIPTION"": ""transnetire les salutations. Syn. gutāsha."",
      ""POS"": null
    }
  ]
}
```"
3629,[3629],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""umuganúza"",
      ""AFFIX"": ""aba-"",
      ""NOUN_CLASS"": ""2"",
      ""DESCRIPTION"": ""gardien du tambour Karyenda;"",
      ""POS"": ""maitre de cérémonie""
    }
  ]
}
```"
3630,[3630],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""kugánwakaraa"",
      ""AFFIX"": ""-ye"",
      ""NOUN_CLASS"": ""ctr -gâánwa 1"",
      ""DESCRIPTION"": ""être anobii Yivre à la manière des princes."",
      ""POS"": null
    }
  ]
}
```"
3631,[3631],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""umugànwakazi"",
      ""AFFIX"": ""aba-"",
      ""NOUN_CLASS"": ""1|2"",
      ""DESCRIPTION"": ""fille ou fenme de noble princesse."",
      ""POS"": """"
    }
  ]
}
```"
3680,[3680],1,
3681,[3681],1,
3682,[3682],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""kgarama"",
      ""AFFIX"": null,
      ""NOUN_CLASS"": ""15a"",
      ""DESCRIPTION"": ""tune de aécembre"",
      ""POS"": null
    }
  ]
}
```"
3683,[3683],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""urugarama"",
      ""AFFIX"": ""in-"",
      ""NOUN_CLASS"": null,
      ""DESCRIPTION"": ""fosse où Pon fait mâûrir artificiellement les bananes avant d'en extraire le jus, de les brasser"",
      ""POS"": null
    }
  ]
}
```"
3692,[3692],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""ubugáramé"",
      ""AFFIX"": null,
      ""NOUN_CLASS"": ""14"",
      ""DESCRIPTION"": ""â la renverse, face vers le ciel, Igikara kiragwa ubugáramé, le félin tomba les quatre fers en lair."",
      ""POS"": ""ubugáramé""
    }
  ]
}
```"
3693,[3693],1,
3694,[3694],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""akagari"",
      ""AFFIX"": ""utu-"",
      ""NOUN_CLASS"": ""12|13"",
      ""DESCRIPTION"": ""hameau"",
      ""POS"": ""noun""
    }
  ]
}
```"
3695,[3695],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""ubugari"",
      ""AFFIX"": null,
      ""NOUN_CLASS"": ""14"",
      ""DESCRIPTION"": ""pâte cuite; polenia"",
      ""POS"": null
    }
  ]
}
```"
3736,[3736],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""kugata"",
      ""AFFIX"": ""-see"",
      ""NOUN_CLASS"": null,
      ""DESCRIPTION"": ""gêner, engourdir"",
      ""POS"": ""verb""
    }
  ]
}
```"
3737,[3737],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""ikigáâta"",
      ""AFFIX"": ""ibi-"",
      ""NOUN_CLASS"": ""7|8"",
      ""DESCRIPTION"": ""rouleau de tabac."",
      ""POS"": ""Pneu""
    }
  ]
}"
3738,[3738],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""ingáta"",
      ""AFFIX"": null,
      ""NOUN_CLASS"": null,
      ""DESCRIPTION"": ""tortillon, coussinet; sert à caler les récipients. le coccyx."",
      ""POS"": ""n""
    }
  ]
}
```"
3739,[3739],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""urugáta"",
      ""AFFIX"": null,
      ""NOUN_CLASS"": ""11"",
      ""DESCRIPTION"": ""grand tortiillon en paille tressée destiné à recevoir cruches, pots, etc, dont la base arrondie empêche qu'on les pose sur le sol."",
      ""POS"": null
    }
  ]
}
```"
3763,[3763],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""kwîgayīsha"",
      ""AFFIX"": ""-shije"",
      ""NOUN_CLASS"": null,
      ""DESCRIPTION"": ""se jaire mépriser"",
      ""POS"": null
    }
  ]
}
```"
3832,[3832],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""kugendagenda"",
      ""AFFIX"": ""-gendagenze"",
      ""NOUN_CLASS"": null,
      ""DESCRIPTION"": ""se promener"",
      ""POS"": null
    }
  ]
}
```"
3833,[3833],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""kwîgendagendera"",
      ""AFFIX"": ""-ye"",
      ""NOUN_CLASS"": null,
      ""DESCRIPTION"": ""se promener seul, en toute tranquillité."",
      ""POS"": ""se promener""
    }
  ]
}
```"
3834,[3834],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""kugendagendēsha"",
      ""AFFIX"": ""-gendagendëēsheje"",
      ""NOUN_CLASS"": null,
      ""DESCRIPTION"": ""promener qan, faire faire un tour."",
      ""POS"": null
    }
  ]
}
```"
3835,[3835],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""ingendamunká"",
      ""AFFIX"": ""v. -ká"",
      ""NOUN_CLASS"": null,
      ""DESCRIPTION"": ""accompagner, marcher ensemble."",
      ""POS"": ""verb""
    }
  ]
}
```"
3904,[3904],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""akagenza"",
      ""AFFIX"": ""-genz-"",
      ""NOUN_CLASS"": ""12"",
      ""DESCRIPTION"": ""conduite"",
      ""POS"": null
    }
  ]
}
```"
3905,[3905],1,
3906,[3906],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""kwîgenza"",
      ""AFFIX"": ""-njeje"",
      ""NOUN_CLASS"": null,
      ""DESCRIPTION"": ""se comporter, -agir de telle façon."",
      ""POS"": ""se comporter, -agir de telle façon.""
    }
  ]
}
```"
3907,[3907],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""ikizígenza"",
      ""AFFIX"": ""-zi-"",
      ""NOUN_CLASS"": ""7l8"",
      ""DESCRIPTION"": ""chef militaire."",
      ""POS"": ""n""
    }
  ]
}
```"
3944,[3944],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""kugeramira"",
      ""AFFIX"": ""-ye"",
      ""NOUN_CLASS"": null,
      ""DESCRIPTION"": ""menacer de tomber sur gach"",
      ""POS"": null
    }
  ]
}
```"
3945,[3945],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""kugeramirwa"",
      ""AFFIX"": ""-miwe"",
      ""NOUN_CLASS"": null,
      ""DESCRIPTION"": ""être Sous la menace de."",
      ""POS"": null
    }
  ]
}
```"
3946,[3946],1,"```json
{
  ""entries"": [
    {
      ""WORD"": ""igérâmwo"",
"
3947,[3947],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""inngerâne"",
      ""AFFIX"": null,
      ""NOUN_CLASS"": ""9|10"",
      ""DESCRIPTION"": ""équivalent, cadeau en retour"",
      ""POS"": ""Prov""
    }
  ]
}
```"
3956,[3956],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""urugereka"",
      ""AFFIX"": ""in-"",
      ""NOUN_CLASS"": ""1110"",
      ""DESCRIPTION"": ""premières feuilles du haricot"",
      ""POS"": null
    }
  ]
}
```"
3957,[3957],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""kugereka"",
      ""AFFIX"": ""-tse"",
      ""NOUN_CLASS"": null,
      ""DESCRIPTION"": ""mettre au-dessus, superposer, ajouter."",
      ""POS"": null
    }
  ]
}
```"
3958,[3958],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""umugéreká"",
      ""AFFIX"": ""imi-"",
      ""NOUN_CLASS"": null,
      ""DESCRIPTION"": ""lance au fer bien poli V. itêrano."",
      ""POS"": null
    }
  ]
}
```"
3959,[3959],1,
4016,[4016],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""kugeza"",
      ""AFFIX"": null,
      ""NOUN_CLASS"": null,
      ""DESCRIPTION"": ""jusqu’à, Kugeza ku kwêzi kw'umuganuro, muri Kigarama, umwămi ntâbá arâfungura umutsíma wamasáka, ntābá arânywá inzóga yamahbondaa, kirazira, mois du muganuro, en décembre, le roi ne peut pius manger de potenta de sorgho, il ne peut plus boire de bière de sorgho, c'est interdit."",
      ""POS"": null
    }
  ]
}
```"
4017,[4017],1,```
4018,[4018],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""amagéza"",
      ""AFFIX"": null,
      ""NOUN_CLASS"": ""6"",
      ""DESCRIPTION"": ""magie"",
      ""POS"": ""noun""
    }
  ]
}
```"
4019,[4019],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""ngezaho"",
      ""AFFIX"": null,
      ""NOUN_CLASS"": ""9a|1a"",
      ""DESCRIPTION"": ""point de SUSPEnsSİOn."",
      ""POS"": null
    }
  ]
}
```"
4028,[4028],1,
4029,[4029],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""kugigimiza"",
      ""AFFIX"": ""-je"",
      ""NOUN_CLASS"": null,
      ""DESCRIPTION"": ""parler d'une voix chevrotante, chevroter; bredouiller"",
      ""POS"": null
    }
  ]
}
```"
4030,[4030],0,"```json
{
  ""entries"": [
    {
      ""WORD"": ""ubugigimizi"",
      ""AFFIX"": null,
      ""NOUN_CLASS"": ""14"",
      ""DESCRIPTION"": ""chevrottement, zézaiement"",
      ""POS"": null
    }
  ]
}
```"
